"CapDate","SVL","Tag","Occasion","Sex","Sex40"
2016-06-07,44,NA,11,"f","f"
2016-06-07,42,NA,11,"m","m"
2016-06-07,49,NA,11,"f","f"
2016-06-07,41,NA,11,"f","f"
2016-06-07,47,NA,11,"m","m"
2016-06-07,45,NA,11,"f","f"
2016-06-07,37,NA,11,"u","u"
2016-06-07,45,"G-L70",11,"f","f"
2016-06-07,42,NA,11,"m","m"
2016-06-07,46,NA,11,"m","m"
2016-06-07,42,NA,11,"f","f"
2016-06-07,43,NA,11,"f","f"
2016-06-07,44,NA,11,"m","m"
2016-06-07,43,NA,11,"f","f"
2016-06-07,44,NA,11,"m","m"
2016-06-07,46,NA,11,"f","f"
2016-06-07,50,NA,11,"f","f"
2016-06-07,43,NA,11,"m","m"
2016-06-07,43,NA,11,"f","f"
2016-06-07,45,NA,11,"m","m"
2016-06-07,52,"R-N19",11,"f","f"
2016-06-07,43,NA,11,"m","m"
2016-06-07,46,NA,11,"f","f"
2016-06-07,45,NA,11,"m","m"
2016-06-07,43,NA,11,"m","m"
2016-06-07,40,NA,11,"m","m"
2016-06-07,48,NA,11,"f","f"
2016-06-07,42,"R-W46",11,"m","m"
2016-06-07,41,NA,11,"m","m"
2016-06-07,50,NA,11,"f","f"
2016-06-07,45,NA,11,"f","f"
2016-06-07,41,NA,11,"m","m"
2016-06-07,42,NA,11,"m","m"
2016-06-07,45,"R-T60",11,"f","f"
2016-06-07,47,NA,11,"f","f"
2016-06-07,52,NA,11,"f","f"
2016-06-07,41,NA,11,"f","f"
2016-06-07,49,"R-T59",11,"f","f"
2016-06-07,42,NA,11,"f","f"
2016-06-07,43,NA,11,"f","f"
2016-06-07,39,NA,11,"u","u"
2016-06-07,42,NA,11,"m","m"
2016-06-07,45,NA,11,"f","f"
2016-06-07,46,NA,11,"f","f"
2016-06-07,50,"R-W33",11,"f","f"
2016-06-07,42,"R-W30",11,"m","m"
2016-06-07,43,NA,11,"m","m"
2016-06-07,42,NA,11,"m","m"
2016-06-07,43,NA,11,"m","m"
2016-06-07,45,NA,11,"m","m"
2016-06-07,42,NA,11,"m","m"
2016-06-07,49,NA,11,"f","f"
2016-06-07,45,NA,11,"f","f"
2016-06-07,45,"R-W10",11,"f","f"
2016-06-09,42,NA,11,"m","m"
2016-06-09,45,NA,11,"m","m"
2016-06-09,43,NA,11,"m","m"
2016-06-09,43,NA,11,"m","m"
2016-06-09,46,NA,11,"m","m"
2016-06-09,41,NA,11,"m","m"
2016-06-09,42,NA,11,"m","m"
2016-06-09,47,NA,11,"f","f"
2016-06-09,45,NA,11,"m","m"
2016-06-09,47,NA,11,"f","f"
2016-06-09,43,NA,11,"f","f"
2016-06-09,42,NA,11,"m","m"
2016-06-09,40,NA,11,"f","f"
2016-06-09,43,NA,11,"f","f"
2016-06-09,57,NA,11,"f","f"
2016-06-09,46,NA,11,"m","m"
2016-06-09,40,NA,11,"m","m"
2016-06-09,44,NA,11,"m","m"
2016-06-09,52,NA,11,"m","m"
2016-06-09,45,NA,11,"f","f"
2016-06-09,46,NA,11,"m","m"
2016-06-09,48,NA,11,"f","f"
2016-06-09,41,NA,11,"f","f"
2016-06-09,42,"O-Y55",11,"m","m"
2016-06-09,39,NA,11,"u","u"
2016-06-09,43,NA,11,"m","m"
2016-06-09,43,NA,11,"f","f"
2016-06-09,46,NA,11,"f","f"
2016-06-09,45,NA,11,"f","f"
2016-06-09,38,NA,11,"u","u"
2016-06-09,42,NA,11,"m","m"
2016-06-09,42,NA,11,"f","f"
2016-06-09,48,NA,11,"m","m"
2016-06-09,43,NA,11,"f","f"
2016-06-09,39,NA,11,"u","u"
2016-06-09,44,NA,11,"m","m"
2016-06-09,44,NA,11,"f","f"
2016-06-09,52,NA,11,"f","f"
2016-06-09,45,NA,11,"m","m"
2016-06-09,50,NA,11,"f","f"
2016-06-09,37,NA,11,"u","u"
2016-06-09,48,NA,11,"f","f"
2016-06-09,37,NA,11,"u","u"
2016-06-09,42,NA,11,"m","m"
2016-06-09,43,NA,11,"f","f"
2016-06-09,40,NA,11,"m","m"
2016-06-09,37,NA,11,"u","u"
2016-06-09,46,NA,11,"f","f"
2016-06-09,47,"G-X60",11,"f","f"
2016-06-09,52,NA,11,"m","m"
2016-06-09,43,NA,11,"m","m"
2016-06-09,42,NA,11,"m","m"
2016-06-09,41,NA,11,"m","m"
2016-06-09,46,NA,11,"f","f"
2016-06-09,41,NA,11,"m","m"
2016-06-09,41,NA,11,"f","f"
2016-06-09,44,NA,11,"f","f"
2016-06-09,44,NA,11,"f","f"
2016-06-09,57,NA,11,"m","m"
2016-06-09,45,"O-Y61",11,"f","f"
2016-06-09,54,NA,11,"f","f"
2016-06-09,36,NA,11,"u","u"
2016-06-09,45,NA,11,"m","m"
2016-06-09,48,NA,11,"f","f"
2016-06-09,43,NA,11,"m","m"
2016-06-09,48,NA,11,"f","f"
2016-06-09,44,NA,11,"f","f"
2016-06-09,41,NA,11,"m","m"
2016-06-09,43,NA,11,"m","m"
2016-06-09,47,NA,11,"m","m"
2016-06-09,39,NA,11,"u","u"
2016-06-09,46,NA,11,"m","m"
2016-06-09,38,NA,11,"u","u"
2016-06-09,45,NA,11,"f","f"
2016-06-09,41,NA,11,"m","m"
2016-06-10,44,NA,11,"m","m"
2016-06-10,41,NA,11,"f","f"
2016-06-10,41,NA,11,"f","f"
2016-06-10,50,NA,11,"f","f"
2016-06-10,45,NA,11,"f","f"
2016-06-10,45,"R-W26",11,"m","m"
2016-06-10,39,NA,11,"u","u"
2016-06-10,41,NA,11,"m","m"
2016-06-10,41,NA,11,"m","m"
2016-06-10,45,NA,11,"f","f"
2016-06-10,50,NA,11,"m","m"
2016-06-10,49,NA,11,"f","f"
2016-06-10,43,NA,11,"f","f"
2016-06-10,50,NA,11,"f","f"
2016-06-10,40,NA,11,"m","m"
2016-06-10,40,NA,11,"m","m"
2016-06-10,49,NA,11,"f","f"
2016-06-10,49,NA,11,"f","f"
2016-06-10,41,NA,11,"f","f"
2016-06-10,39,NA,11,"u","u"
2016-06-10,43,"G-X33",11,"f","f"
2016-06-10,44,NA,11,"f","f"
2016-06-10,38,NA,11,"u","u"
2016-06-10,41,NA,11,"f","f"
2016-06-10,45,NA,11,"f","f"
2016-06-10,40,NA,11,"m","m"
2016-06-10,43,NA,11,"m","m"
2016-06-13,40,NA,11,"m","m"
2016-06-13,43,NA,11,"f","f"
2016-06-13,48,NA,11,"f","f"
2016-06-13,40,NA,11,"m","m"
2016-06-13,42,NA,11,"f","f"
2016-06-13,41,NA,11,"m","m"
2016-06-13,45,NA,11,"f","f"
2016-06-13,46,NA,11,"f","f"
2016-06-13,43,NA,11,"m","m"
2016-06-13,48,NA,11,"f","f"
2016-06-13,41,NA,11,"f","f"
2016-06-13,35,NA,11,"u","u"
2016-06-13,42,NA,11,"m","m"
2016-06-13,41,NA,11,"m","m"
2016-06-13,42,NA,11,"f","f"
2016-06-13,44,NA,11,"f","f"
2016-06-13,47,NA,11,"f","f"
2016-06-13,47,NA,11,"f","f"
2016-06-13,40,"O-Z69",11,"f","f"
2016-06-13,38,"O-Z70",11,"u","u"
2016-06-13,51,NA,11,"f","f"
2016-06-13,40,NA,11,"m","m"
2016-06-13,40,NA,11,"m","m"
2016-06-13,41,NA,11,"m","m"
2016-06-13,47,NA,11,"f","f"
2016-06-13,41,NA,11,"m","m"
2016-06-13,38,NA,11,"u","u"
2016-06-13,45,NA,11,"f","f"
2016-06-13,46,NA,11,"m","m"
2016-06-13,44,NA,11,"f","f"
2016-06-13,43,NA,11,"m","m"
2016-06-13,38,NA,11,"u","u"
2016-06-13,42,NA,11,"m","m"
2016-06-13,45,NA,11,"m","m"
2016-06-13,43,NA,11,"m","m"
2016-06-13,45,NA,11,"m","m"
2016-06-13,51,NA,11,"f","f"
2016-06-13,44,NA,11,"f","f"
2016-06-13,45,NA,11,"f","f"
2016-06-13,40,NA,11,"m","m"
2016-06-13,40,NA,11,"m","m"
2016-06-13,43,NA,11,"m","m"
2016-06-13,40,NA,11,"m","m"
2016-06-13,43,NA,11,"f","f"
2016-06-13,41,NA,11,"m","m"
2016-06-13,45,NA,11,"m","m"
2016-06-13,45,NA,11,"m","m"
2016-06-13,43,NA,11,"m","m"
2016-06-13,43,NA,11,"m","m"
2016-06-13,40,"O-Z72",11,"m","m"
2016-06-13,38,"O-Z71",11,"u","u"
2016-06-13,46,NA,11,"f","f"
2016-06-13,42,NA,11,"m","m"
2016-06-13,43,NA,11,"m","m"
2016-06-13,43,NA,11,"m","m"
2016-06-13,40,NA,11,"m","m"
2016-06-13,42,NA,11,"m","m"
2016-06-13,48,NA,11,"f","f"
2016-06-13,41,NA,11,"m","m"
2016-06-13,42,NA,11,"f","f"
2016-06-13,42,NA,11,"m","m"
2016-06-13,39,NA,11,"u","u"
2016-06-14,41,NA,11,"m","m"
2016-06-14,42,NA,11,"f","f"
2016-06-14,39,NA,11,"u","u"
2016-06-14,43,NA,11,"m","m"
2016-06-14,41,NA,11,"m","m"
2016-06-14,41,NA,11,"m","m"
2016-06-14,42,NA,11,"f","f"
2016-06-14,39,NA,11,"u","u"
2016-06-14,40,NA,11,"m","m"
2016-06-14,37,NA,11,"u","u"
2016-06-14,39,NA,11,"u","u"
2016-06-14,40,NA,11,"m","m"
2016-06-14,40,NA,11,"m","m"
2016-06-14,41,NA,11,"m","m"
2016-06-14,41,NA,11,"m","m"
2016-06-14,38,NA,11,"u","u"
2016-06-14,46,NA,11,"f","f"
2016-06-14,48,"O-G54",11,"m","m"
2016-06-14,37,NA,11,"u","u"
2016-06-14,41,NA,11,"m","m"
2016-06-14,38,NA,11,"u","u"
2016-06-14,40,NA,11,"m","m"
2016-06-14,41,NA,11,"m","m"
2016-06-14,36,NA,11,"u","u"
2016-06-14,39,NA,11,"u","u"
2016-06-14,39,NA,11,"u","u"
2016-06-14,40,NA,11,"m","m"
2016-06-14,45,NA,11,"f","f"
2016-06-14,42,NA,11,"m","m"
2016-06-14,38,NA,11,"u","u"
2016-06-14,46,NA,11,"m","m"
2016-06-14,48,"R-T22",11,"m","m"
2016-06-14,52,NA,11,"f","f"
2016-06-14,42,NA,11,"m","m"
2016-06-14,48,NA,11,"f","f"
2016-06-14,46,NA,11,"f","f"
2016-06-14,40,NA,11,"m","m"
2016-06-14,43,NA,11,"f","f"
2016-06-14,41,NA,11,"m","m"
2016-06-14,42,NA,11,"f","f"
2016-06-14,43,NA,11,"m","m"
2016-06-14,42,NA,11,"m","m"
2016-06-14,41,NA,11,"m","m"
2016-06-14,43,NA,11,"f","f"
