"CapDate","SVL","Tag","Occasion","Sex","Sex40"
2015-09-27,37,"G-L71",9,"f","u"
2015-09-27,40,"G-L72",9,"f","f"
2015-09-27,36,"G-L73",9,"f","u"
2015-09-27,53,"R-N19",9,"f","f"
2015-09-27,37,"G-L74",9,"u","u"
2015-09-27,38,"G-L75",9,"f","u"
2015-09-27,38,NA,9,"u","u"
2015-09-27,38,"G-L76",9,"u","u"
2015-09-27,37,"G-L77",9,"u","u"
2015-09-27,37,"G-L79",9,"f","u"
2015-09-27,36,"R-T57",9,"u","u"
2015-09-27,49,"R-T59",9,"f","f"
2015-09-27,40,"R-T60",9,"f","f"
2015-09-27,37,"R-T61",9,"f","u"
2015-09-29,36,"R-T63",9,"u","u"
2015-09-29,44,"G-H46",9,"m","m"
2015-09-29,52,"G-H32",9,"f","f"
2015-09-29,39,"R-T64",9,"u","u"
2015-09-29,38,"R-T65",9,"u","u"
2015-09-29,39,"R-T66",9,"f","u"
2015-09-29,53,"R-P39",9,"f","f"
2015-09-29,46,"R-T67",9,"f","f"
2015-09-29,44,"R-T69",9,"f","f"
2015-09-29,38,"R-T70",9,"u","u"
2015-09-29,38,"R-T71",9,"u","u"
2015-09-29,41,"R-T72",9,"m","m"
2015-09-29,41,"R-T73",9,"f","f"
2015-09-29,43,"R-T74",9,"f","f"
2015-09-29,45,"R-T75",9,"m","m"
2015-09-29,42,"R-T76",9,"m","m"
2015-10-01,43,"G-L80",9,"m","m"
2015-10-01,46,"G-L81",9,"m","m"
2015-10-01,48,"G-L82",9,"f","f"
2015-10-01,47,"G-L83",9,"f","f"
2015-10-01,42,"G-L84",9,"m","m"
2015-10-01,43,"G-L85",9,"m","m"
2015-10-01,52,"G-L86",9,"f","f"
2015-10-01,38,"G-L87",9,"u","u"
2015-10-01,41,"G-L89",9,"m","m"
2015-10-01,42,"G-L90",9,"m","m"
2015-10-01,53,"G-L91",9,"f","f"
2015-10-01,43,"G-L92",9,"f","f"
2015-10-01,45,"G-L93",9,"f","f"
2015-10-01,37,"G-L94",9,"f","u"
2015-10-01,36,"G-L95",9,"u","u"
2015-10-01,43,"G-L96",9,"m","m"
2015-10-01,45,"G-J11",9,"m","m"
2015-10-01,46,"G-L97",9,"f","f"
2015-10-01,45,"G-L99",9,"m","m"
2015-10-03,47,"O-U76",9,"m","m"
2015-10-03,37,"O-U77",9,"u","u"
2015-10-03,39,"O-U79",9,"u","u"
2015-10-03,49,"O-U90",9,"f","f"
2015-10-03,43,"O-U91",9,"m","m"
2015-10-03,40,"O-U92",9,"m","m"
2015-10-03,44,"O-U93",9,"m","m"
2015-10-03,35,"O-U94",9,"u","u"
2015-10-03,50,"R-P77",9,"f","f"
2015-10-03,41,"O-U95",9,"f","f"
2015-10-03,41,"O-U96",9,"f","f"
2015-10-03,52,"O-U97",9,"f","f"
2015-10-03,43,"O-U99",9,"m","m"
2015-10-03,44,"O-Y00",9,"f","f"
2015-10-03,37,"O-Y01",9,"u","u"
2015-10-03,34,NA,9,"u","u"
2015-10-03,42,"O-Y02",9,"m","m"
2015-10-03,37,"O-Y03",9,"u","u"
2015-10-03,42,"O-Y04",9,"m","m"
2015-10-03,45,"O-Y05",9,"m","m"
2015-10-03,36,"O-Y06",9,"u","u"
2015-10-03,34,NA,9,"u","u"
2015-10-03,50,"O-Y07",9,"f","f"
2015-10-03,37,"O-Y09",9,"u","u"
2015-10-03,37,"O-Y10",9,"u","u"
2015-10-03,54,"O-Y11",9,"f","f"
2015-10-03,45,"G-J12",9,"m","m"
2015-10-03,43,"O-Y12",9,"m","m"
2015-10-03,39,"O-Y13",9,"m","u"
2015-10-03,36,"R-T77",9,"u","u"
2015-10-03,35,"R-T79",9,"u","u"
2015-10-03,37,"R-T90",9,"u","u"
2015-10-03,43,"R-T91",9,"m","m"
2015-10-03,39,"R-T92",9,"u","u"
2015-10-03,35,"R-T93",9,"m","u"
2015-10-03,36,NA,9,"u","u"
2015-10-03,41,"R-T94",9,"f","f"
2015-10-03,35,"R-T95",9,"u","u"
2015-10-03,38,"R-T96",9,"u","u"
2015-10-03,35,"R-T97",9,"u","u"
2015-10-03,35,"R-T99",9,"u","u"
2015-10-03,45,"G-X00",9,"m","m"
2015-10-03,42,"G-X01",9,"m","m"
2015-10-03,39,"G-X02",9,"u","u"
2015-10-03,39,"G-X03",9,"u","u"
2015-10-03,42,"G-X04",9,"f","f"
2015-10-03,37,"G-X05",9,"m","u"
2015-10-03,44,"G-X06",9,"m","m"
2015-10-03,43,"G-X07",9,"m","m"
2015-10-03,45,"G-X09",9,"m","m"
2015-10-03,39,"G-X10",9,"u","u"
2015-10-22,42,"G-X11",10,"f","f"
2015-10-22,41,"G-X12",10,"m","m"
2015-10-22,38,"G-X13",10,"u","u"
2015-10-22,47,"G-X14",10,"f","f"
2015-10-22,37,"G-X15",10,"u","u"
2015-10-22,36,"G-X16",10,"u","u"
2015-10-22,39,"G-X17",10,"u","u"
2015-10-22,39,"G-X20",10,"u","u"
2015-10-22,48,"R-T29",10,"f","f"
2015-10-22,35,"G-X21",10,"u","u"
2015-10-22,45,"R-T39",10,"m","m"
2015-10-22,43,"G-X22",10,"f","f"
2015-10-22,46,"O-Y14",10,"f","f"
2015-10-22,42,"G-L49",10,"m","m"
2015-10-22,44,"O-Y15",10,"f","f"
2015-10-22,43,"R-T34",10,"m","m"
2015-10-22,42,"O-Y16",10,"m","m"
2015-10-22,44,"R-T21",10,"f","f"
2015-10-22,45,"O-Y17",10,"m","m"
2015-10-22,41,"G-L47",10,"m","m"
2015-10-22,47,"O-U14",10,"m","m"
2015-10-22,38,"O-Y19",10,"u","u"
2015-10-22,40,"O-Y20",10,"f","f"
2015-10-22,39,"O-Y21",10,"u","u"
2015-10-22,42,"O-Y22",10,"m","m"
2015-10-22,43,"O-Y23",10,"m","m"
2015-10-22,38,"O-Y24",10,"u","u"
2015-10-22,42,"G-L35",10,"m","m"
2015-10-22,48,"O-G54",10,"m","m"
2015-10-22,39,"O-Y25",10,"u","u"
2015-10-22,36,"O-Y26",10,"u","u"
2015-10-22,41,"O-Y27",10,"f","f"
2015-10-22,41,"O-Y29",10,"m","m"
2015-10-22,39,"O-Y30",10,"u","u"
2015-10-22,35,"O-Y31",10,"u","u"
2015-10-22,39,"O-Y32",10,"u","u"
2015-10-22,43,"O-Y33",10,"f","f"
2015-10-22,43,"O-Y34",10,"f","f"
2015-10-22,38,"O-Y35",10,"u","u"
2015-10-22,45,"O-Y36",10,"f","f"
2015-10-22,46,"O-Y37",10,"f","f"
2015-10-22,38,"O-Y40",10,"u","u"
2015-10-22,46,"R-T13",10,"f","f"
2015-10-22,47,"G-X23",10,"f","f"
2015-10-22,42,"R-T12",10,"m","m"
2015-10-22,40,"G-X24",10,"m","m"
2015-10-22,39,"G-X25",10,"u","u"
2015-10-22,47,"R-T17",10,"f","f"
2015-10-22,39,"G-X26",10,"u","u"
2015-10-22,43,"G-L43",10,"m","m"
2015-10-22,41,"G-L42",10,"m","m"
2015-10-22,42,"R-T10",10,"m","m"
2015-10-22,43,"G-X27",10,"f","f"
2015-10-22,43,"G-X29",10,"m","m"
2015-10-22,53,"G-X30",10,"f","f"
2015-10-22,45,"G-X31",10,"m","m"
2015-10-23,40,"G-X32",10,"f","f"
2015-10-23,40,"G-X33",10,"f","f"
2015-10-23,49,"G-X34",10,"f","f"
2015-10-23,40,"G-X35",10,"f","f"
2015-10-23,45,"O-F50",10,"m","m"
2015-10-23,39,"G-X36",10,"u","u"
2015-10-23,37,"G-X37",10,"u","u"
2015-10-23,39,"G-X39",10,"u","u"
2015-10-23,36,"G-X40",10,"u","u"
2015-10-23,38,"G-L69",10,"u","u"
2015-10-23,37,"G-X41",10,"u","u"
2015-10-23,40,"G-X42",10,"f","f"
2015-10-23,37,"G-X43",10,"u","u"
2015-10-23,35,"G-X44",10,"u","u"
2015-10-23,38,"G-X45",10,"u","u"
2015-10-23,40,"G-X46",10,"f","f"
2015-10-23,44,"G-X47",10,"f","f"
2015-10-23,38,"G-X49",10,"u","u"
2015-10-23,42,"G-L67",10,"f","f"
2015-10-23,40,"G-X50",10,"f","f"
2015-10-23,35,"G-X51",10,"u","u"
2015-10-23,41,"G-X52",10,"f","f"
2015-10-24,40,"R-T47",10,"f","f"
2015-10-24,36,"O-Y41",10,"u","u"
2015-10-24,37,"O-Y42",10,"u","u"
2015-10-24,42,"O-Y43",10,"f","f"
2015-10-24,38,"O-Y44",10,"u","u"
2015-10-24,43,"R-T46",10,"f","f"
2015-10-24,36,"O-Y45",10,"u","u"
2015-10-24,39,"O-Y46",10,"u","u"
2015-10-24,41,"O-U60",10,"f","f"
2015-10-24,41,"O-Y47",10,"f","f"
2015-10-24,44,"O-U61",10,"f","f"
2015-10-24,40,"O-Y49",10,"f","f"
2015-10-24,40,"O-Y50",10,"f","f"
2015-10-24,45,"O-Y51",10,"f","f"
2015-10-24,38,"O-Y52",10,"u","u"
2015-10-24,37,"O-Y53",10,"u","u"
2015-10-24,39,"O-Y54",10,"u","u"
2015-10-24,40,"O-Y55",10,"m","f"
2015-10-24,43,"R-T52",10,"f","f"
2015-10-24,43,"O-Y56",10,"f","f"
2015-10-24,39,"R-T50",10,"u","u"
2015-10-24,40,"O-Y57",10,"f","f"
2015-10-24,45,"O-Y59",10,"f","f"
2015-10-24,38,"O-Y61",10,"f","u"
2015-10-24,40,"R-T51",10,"f","f"
2015-10-24,41,"O-Y62",10,"f","f"
2015-10-24,40,"O-Y63",10,"f","f"
2015-10-24,43,"O-Y64",10,"m","m"
2015-10-24,39,"O-Y65",10,"u","u"
2015-10-24,40,"O-Y66",10,"m","m"
2015-10-24,37,"O-Y67",10,"u","u"
2015-10-24,43,"O-Y69",10,"m","m"
2015-10-24,39,"O-Y70",10,"u","u"
2015-10-24,37,"O-Y71",10,"u","u"
2015-10-24,38,"O-Y72",10,"u","u"
2015-10-24,45,"O-U63",10,"f","f"
2015-10-24,41,"O-U65",10,"m","m"
2015-10-24,36,"G-X53",10,"u","u"
2015-10-24,39,"O-U67",10,"u","u"
2015-10-24,32,NA,10,"u","u"
2015-10-24,36,"G-X54",10,"u","u"
2015-10-24,36,"G-X55",10,"u","u"
2015-10-24,39,"G-X56",10,"u","u"
2015-10-24,35,"G-X57",10,"u","u"
2015-10-24,33,NA,10,"u","u"
2015-10-24,37,"G-X58",10,"u","u"
2015-10-24,41,"G-X59",10,"m","m"
2015-10-24,36,"G-X60",10,"f","u"
2015-10-24,37,"O-U57",10,"u","u"
2015-10-24,38,"O-U54",10,"u","u"
2015-10-24,39,"G-X61",10,"u","u"
2015-10-24,45,"G-X62",10,"f","f"
2015-10-24,40,"G-X63",10,"f","f"
2015-10-24,43,"G-X64",10,"f","f"
2015-10-24,36,"G-X65",10,"u","u"
2015-10-24,41,"G-X66",10,"f","f"
2015-10-24,39,"G-X67",10,"u","u"
2015-10-24,34,NA,10,"u","u"
2015-10-24,37,"G-X69",10,"u","u"
2015-10-24,37,"G-X70",10,"u","u"
2015-10-24,39,"G-X71",10,"u","u"
2015-10-24,33,NA,10,"u","u"
2015-10-24,32,NA,10,"u","u"
2015-10-24,40,"G-X72",10,"f","f"
2015-10-24,41,"G-X73",10,"f","f"
2015-10-24,37,"G-X74",10,"u","u"
2015-10-24,34,NA,10,"u","u"
2015-10-25,41,"O-Y73",10,"f","f"
2015-10-25,47,"G-J11",10,"m","m"
2015-10-25,38,"O-Y74",10,"u","u"
2015-10-25,38,"O-Y75",10,"u","u"
2015-10-25,39,"O-Y76",10,"u","u"
2015-10-25,36,"O-Y77",10,"u","u"
2015-10-25,37,"O-Y79",10,"u","u"
2015-10-25,41,"O-Y90",10,"m","m"
2015-10-25,36,"O-Y91",10,"u","u"
2015-10-25,37,"O-Y92",10,"f","u"
2015-10-25,37,"O-Y93",10,"u","u"
2015-10-25,40,"O-Y94",10,"f","f"
2015-10-25,40,"O-Y95",10,"m","m"
2015-10-25,37,"O-Y96",10,"u","u"
2015-10-25,54,"O-Y97",10,"m","m"
2015-10-25,36,"O-Y99",10,"u","u"
2015-10-25,40,"G-L94",10,"f","f"
2015-10-25,42,"R-W00",10,"f","f"
2015-10-25,36,"G-X75",10,"u","u"
2015-10-25,36,"G-X76",10,"u","u"
2015-10-25,36,"G-X77",10,"u","u"
2015-10-25,38,"G-X78",10,"u","u"
2015-10-26,42,"G-X90",10,"f","f"
2015-10-26,40,"G-X91",10,"m","m"
2015-10-26,41,"G-X92",10,"f","f"
2015-10-26,53,"G-L60",10,"f","f"
2015-10-26,42,"G-X93",10,"f","f"
2015-10-26,48,"G-X94",10,"f","f"
2015-10-26,43,NA,10,"f","f"
2015-10-26,40,"G-X95",10,"f","f"
2015-10-26,42,"G-X96",10,"f","f"
2015-10-26,37,"G-X97",10,"u","u"
2015-10-26,40,"G-X99",10,"m","m"
2015-10-26,38,"R-W01",10,"u","u"
2015-10-26,38,"R-W02",10,"u","u"
2015-10-26,40,"R-W03",10,"f","f"
2015-10-26,40,"R-W04",10,"f","f"
2015-10-26,44,"R-W05",10,"f","f"
2015-10-26,38,"R-W07",10,"u","u"
2015-10-26,40,"R-W09",10,"f","f"
2015-10-26,39,"R-W10",10,"f","u"
2015-10-26,39,"R-W11",10,"u","u"
2015-10-26,40,"R-W12",10,"f","f"
2015-10-26,42,"R-W13",10,"m","m"
2015-10-26,37,"R-W14",10,"u","u"
2015-10-26,40,"R-W15",10,"f","f"
2015-10-26,36,"R-W16",10,"u","u"
2015-10-26,39,"R-W17",10,"u","u"
2015-10-26,33,NA,10,"u","u"
2015-10-26,38,"R-W19",10,"u","u"
2015-10-26,40,"R-W20",10,"f","f"
2015-10-26,45,"R-W21",10,"f","f"
2015-10-26,38,"G-L66",10,"u","u"
2015-10-26,40,"R-W22",10,"f","f"
2015-10-26,37,"R-W23",10,"u","u"
2015-10-26,40,"R-W24",10,"m","m"
2015-10-26,44,"R-W25",10,"f","f"
2015-10-26,40,"R-W26",10,"m","m"
2015-10-26,48,"R-W27",10,"f","f"
2015-10-26,40,"R-W29",10,"f","f"
2015-10-26,46,"G-L72",10,"f","f"
2015-10-26,40,"R-W30",10,"m","f"
2015-10-26,42,"G-L73",10,"f","f"
2015-10-26,37,"R-W31",10,"u","u"
2015-10-26,41,"R-W32",10,"m","m"
2015-10-26,50,"R-W33",10,"f","f"
2015-10-26,49,"R-W34",10,"f","f"
2015-10-26,40,"R-W35",10,"f","f"
2015-10-26,43,"R-W36",10,"f","f"
2015-10-26,38,"R-W37",10,"u","u"
2015-10-26,46,"R-K44",10,"m","m"
2015-10-26,40,"R-W39",10,"f","f"
2015-10-26,40,"R-W40",10,"m","m"
2015-10-26,39,"R-W41",10,"u","u"
2015-10-26,45,"G-L71",10,"f","f"
2015-10-26,39,"R-W43",10,"u","u"
2015-10-26,42,"R-W44",10,"f","f"
2015-10-26,48,"R-W45",10,"f","f"
2015-10-26,50,"R-T59",10,"f","f"
2015-10-26,40,"R-T61",10,"f","f"
2015-10-26,43,"R-T60",10,"f","f"
2015-10-26,54,"R-N19",10,"f","f"
2015-10-26,40,"R-W46",10,"m","f"
2015-10-26,36,"R-W47",10,"u","u"
2015-10-26,46,"R-W49",10,"f","f"
2015-10-26,38,"R-W51",10,"u","u"
2015-10-26,40,"G-L79",10,"f","f"
2015-10-26,36,"R-W52",10,"u","u"
2015-10-26,40,"G-L75",10,"f","f"
2015-10-26,42,"R-W53",10,"m","m"
2015-10-26,43,"R-W54",10,"m","m"
2015-10-26,41,"R-W55",10,"f","f"
2015-10-27,38,"R-W56",10,"u","u"
2015-10-27,42,"R-W57",10,"m","m"
2015-10-27,42,"R-W59",10,"f","f"
2015-10-27,39,"R-T71",10,"u","u"
2015-10-27,47,"R-W60",10,"f","f"
2015-10-27,40,"R-W61",10,"f","f"
2015-10-27,38,"R-W62",10,"u","u"
2015-10-27,43,"R-W63",10,"m","m"
2015-10-27,37,"R-W64",10,"u","u"
2015-10-27,40,"R-W65",10,"m","m"
2015-10-27,38,"R-W66",10,"u","u"
2015-10-27,47,"R-W67",10,"f","f"
2015-10-27,49,"R-T67",10,"f","f"
2015-10-27,45,"R-T74",10,"f","f"
2015-10-27,40,"R-W69",10,"m","m"
2015-10-27,43,"R-W70",10,"m","m"
2015-10-27,43,"R-W71",10,"f","f"
2015-10-27,40,"R-W72",10,"m","m"
2015-10-27,42,"R-W73",10,"m","m"
2015-10-27,45,"R-W74",10,"m","m"
2015-10-27,53,"R-P39",10,"f","f"
2015-10-27,46,"R-W75",10,"f","f"
2015-10-27,39,"R-W76",10,"u","u"
2015-10-27,47,"R-W77",10,"f","f"
2015-10-27,43,"R-W79",10,"m","m"
2015-10-27,42,"R-T66",10,"f","f"
2015-10-27,41,"R-W90",10,"f","f"
2015-10-27,43,"R-W91",10,"f","f"
2015-10-27,38,"R-W92",10,"u","u"
2015-10-27,44,"R-W93",10,"f","f"
2015-10-27,41,"R-W94",10,"m","m"
2015-10-27,40,"R-W95",10,"f","f"
2015-10-31,36,"O-Z00",10,"u","u"
2015-10-31,39,"O-Z01",10,"u","u"
2015-10-31,42,"O-Z02",10,"f","f"
2015-10-31,38,"O-Z03",10,"u","u"
2015-10-31,37,"O-Z04",10,"u","u"
2015-10-31,45,"G-L85",10,"m","m"
2015-10-31,38,"O-Z05",10,"u","u"
2015-10-31,48,"G-L82",10,"f","f"
2015-10-31,47,"G-L83",10,"f","f"
2015-10-31,35,"O-Z06",10,"u","u"
2015-10-31,43,"O-Z07",10,"m","m"
2015-10-31,42,"O-Z09",10,"m","m"
2015-10-31,36,"O-Z10",10,"u","u"
2015-10-31,41,"O-Z11",10,"f","f"
2015-10-31,38,"O-Z12",10,"u","u"
2015-10-31,44,"O-Z13",10,"m","m"
2015-10-31,42,"O-Z14",10,"f","f"
2015-10-31,38,"O-Z15",10,"u","u"
2015-10-31,42,"O-Z16",10,"f","f"
2015-10-31,44,"O-Z17",10,"m","m"
2015-10-31,45,"O-Z19",10,"f","f"
2015-10-31,41,"O-Z20",10,"f","f"
2015-10-31,42,"O-Z21",10,"m","m"
2015-10-31,45,"G-J12",10,"m","m"
2015-10-31,35,"O-Z22",10,"u","u"
2015-10-31,48,"G-L97",10,"f","f"
2015-10-31,40,"O-Y13",10,"m","m"
2015-10-31,39,"O-Z23",10,"u","u"
2015-10-31,44,"G-X09",10,"m","m"
2015-10-31,38,"O-Z24",10,"u","u"
2015-10-31,45,"G-X06",10,"m","m"
2015-10-31,37,"O-Z25",10,"u","u"
2015-10-31,37,"O-Z26",10,"u","u"
2015-10-31,46,"O-Z27",10,"f","f"
2015-10-31,43,"O-Z29",10,"m","m"
2015-10-31,35,"O-Z30",10,"u","u"
2015-10-31,50,"O-Z31",10,"f","f"
2015-10-31,40,"O-Z32",10,"m","m"
2015-10-31,48,"O-Z33",10,"f","f"
2015-11-01,43,"O-Z34",10,"f","f"
2015-11-01,36,"O-Z35",10,"u","u"
2015-11-01,40,"O-Z36",10,"f","f"
2015-11-01,39,"O-Z37",10,"f","u"
2015-11-01,38,"O-Z39",10,"u","u"
2015-11-01,43,"O-Z40",10,"f","f"
2015-11-01,40,"O-Z42",10,"m","m"
2015-11-01,33,NA,10,"u","u"
2015-11-01,41,"O-Z43",10,"m","m"
2015-11-01,40,"O-Z44",10,"f","f"
2015-11-01,37,"O-Z45",10,"u","u"
2015-11-01,39,"O-Z46",10,"u","u"
2015-11-01,46,"O-Z47",10,"m","m"
2015-11-01,40,"G-X05",10,"m","m"
2015-11-01,37,"O-Z50",10,"u","u"
2015-11-01,40,"R-T93",10,"m","m"
2015-11-01,37,"O-Z51",10,"u","u"
2015-11-01,37,"O-Z52",10,"u","u"
2015-11-01,46,"O-U99",10,"m","m"
2015-11-01,40,"O-Z53",10,"f","f"
2015-11-01,43,"O-Z55",10,"f","f"
2015-11-01,43,"O-Z56",10,"f","f"
2015-11-01,44,"O-Z57",10,"m","m"
2015-11-01,50,"O-U97",10,"f","f"
2015-11-01,44,"O-U93",10,"m","m"
2015-11-01,44,"O-U91",10,"m","m"
2015-11-01,34,NA,10,"u","u"
2015-11-01,36,"O-Z59",10,"u","u"
2015-11-01,35,"R-O17",10,"u","u"
2015-11-01,35,"R-O19",10,"u","u"
2015-11-01,42,"R-O00",10,"f","f"
2015-11-01,38,"R-O01",10,"u","u"
2015-11-01,35,"R-O02",10,"u","u"
2015-11-01,42,"O-Z41",10,"f","f"
2015-11-01,36,"R-O03",10,"u","u"
2015-11-01,36,"R-O04",10,"u","u"
2015-11-01,33,NA,10,"u","u"
2015-11-01,38,"R-O05",10,"u","u"
2015-11-01,39,"R-O06",10,"u","u"
2015-11-01,36,"R-O07",10,"u","u"
2015-11-01,35,"R-O09",10,"u","u"
2015-11-01,39,"R-O10",10,"u","u"
2015-11-01,36,"R-O11",10,"u","u"
2015-11-01,40,"R-O12",10,"f","f"
2015-11-01,32,NA,10,"u","u"
2015-11-01,41,"R-O13",10,"m","m"
2015-11-01,42,"R-O14",10,"f","f"
2015-11-01,37,"R-O15",10,"u","u"
2015-11-01,43,"R-O16",10,"f","f"
2015-11-01,43,"G-X00",10,"m","m"
2015-11-01,41,"O-Y04",10,"m","m"
2015-11-03,38,"O-Z60",10,"u","u"
2015-11-03,50,"G-H32",10,"f","f"
2015-11-03,38,"O-Z61",10,"u","u"
2015-11-03,45,"O-Z62",10,"m","m"
2015-11-03,38,"O-Z63",10,"u","u"
2015-11-03,37,"O-Z64",10,"u","u"
2015-11-03,38,"O-Z65",10,"u","u"
2015-11-03,36,"O-Z66",10,"u","u"
2015-11-03,39,"O-Z67",10,"u","u"
2015-11-03,35,"O-Z69",10,"f","u"
2015-11-03,37,"O-Z70",10,"u","u"
2015-11-03,37,"O-Z71",10,"u","u"
2015-11-03,39,"O-Z72",10,"m","u"
2015-11-03,37,"O-Z73",10,"u","u"
2016-05-29,40,NA,11,"m","m"
2016-05-29,40,NA,11,"m","m"
2016-05-29,41,NA,11,"m","m"
2016-05-29,43,NA,11,"m","m"
2016-05-29,46,NA,11,"m","m"
2016-05-29,41,NA,11,"m","m"
2016-05-29,45,NA,11,"f","f"
2016-05-29,43,NA,11,"m","m"
2016-05-29,44,NA,11,"f","f"
2016-05-29,39,"O-Z26",11,"u","u"
2016-05-29,41,NA,11,"m","m"
2016-05-29,40,NA,11,"m","m"
2016-05-29,41,NA,11,"f","f"
2016-05-29,41,NA,11,"f","f"
2016-05-29,42,NA,11,"f","f"
2016-05-29,47,"G-L97",11,"f","f"
2016-05-29,43,NA,11,"m","m"
2016-05-29,45,NA,11,"m","m"
2016-05-29,40,NA,11,"m","m"
2016-05-29,43,NA,11,"f","f"
2016-05-29,43,NA,11,"f","f"
2016-05-29,41,NA,11,"f","f"
2016-05-29,40,NA,11,"f","f"
2016-05-29,42,NA,11,"m","m"
2016-05-29,37,NA,11,"u","u"
2016-05-29,43,NA,11,"m","m"
2016-05-29,42,NA,11,"m","m"
2016-05-29,40,NA,11,"m","m"
2016-05-29,40,NA,11,"m","m"
2016-05-29,42,NA,11,"m","m"
2016-05-29,45,NA,11,"f","f"
2016-05-29,43,NA,11,"m","m"
2016-05-29,41,NA,11,"m","m"
2016-05-29,42,NA,11,"m","m"
2016-05-29,40,NA,11,"m","m"
2016-05-29,38,NA,11,"u","u"
2016-05-29,40,NA,11,"f","f"
2016-05-29,41,NA,11,"f","f"
2016-05-29,39,NA,11,"u","u"
2016-05-29,40,NA,11,"m","m"
2016-05-29,46,"O-Y92",11,"f","f"
2016-05-29,42,NA,11,"f","f"
2016-05-29,41,NA,11,"m","m"
2016-05-29,40,NA,11,"m","m"
2016-05-29,37,NA,11,"u","u"
2016-05-29,40,NA,11,"f","f"
2016-05-29,38,NA,11,"u","u"
2016-05-29,44,NA,11,"f","f"
2016-05-29,50,NA,11,"f","f"
2016-05-29,39,NA,11,"u","u"
2016-05-30,45,NA,11,"f","f"
2016-05-30,41,NA,11,"m","m"
2016-05-30,43,"G-L85",11,"m","m"
2016-05-30,40,NA,11,"m","m"
2016-05-30,42,NA,11,"f","f"
2016-05-30,43,NA,11,"f","f"
2016-05-30,46,NA,11,"f","f"
2016-05-30,41,NA,11,"f","f"
2016-05-30,47,"G-L81",11,"m","m"
2016-05-30,46,NA,11,"f","f"
2016-05-30,40,NA,11,"m","m"
2016-05-30,45,NA,11,"f","f"
2016-05-30,42,NA,11,"m","m"
2016-05-30,43,"O-Z13",11,"m","m"
2016-05-30,48,NA,11,"f","f"
2016-05-30,43,NA,11,"f","f"
2016-05-30,48,NA,11,"f","f"
2016-05-30,46,NA,11,"f","f"
2016-05-30,46,"O-Z02",11,"f","f"
2016-05-30,43,NA,11,"m","m"
2016-05-30,45,"O-Z14",11,"f","f"
2016-05-30,42,NA,11,"f","f"
2016-05-30,43,NA,11,"m","m"
2016-05-30,40,NA,11,"m","m"
2016-05-30,37,NA,11,"u","u"
2016-05-30,39,NA,11,"u","u"
2016-05-30,48,NA,11,"f","f"
2016-05-30,43,NA,11,"m","m"
2016-05-30,41,NA,11,"m","m"
2016-05-30,43,NA,11,"f","f"
2016-05-30,42,NA,11,"f","f"
2016-05-30,40,NA,11,"m","m"
2016-05-30,46,NA,11,"f","f"
2016-05-30,40,NA,11,"f","f"
2016-05-30,43,NA,11,"f","f"
2016-05-30,38,NA,11,"u","u"
2016-05-30,43,NA,11,"f","f"
2016-05-30,41,NA,11,"m","m"
2016-05-30,45,NA,11,"f","f"
2016-05-30,38,NA,11,"u","u"
2016-05-30,40,NA,11,"f","f"
2016-05-30,41,NA,11,"f","f"
2016-06-02,43,NA,11,"f","f"
2016-06-02,42,NA,11,"f","f"
2016-06-02,46,NA,11,"f","f"
2016-06-02,45,NA,11,"f","f"
2016-06-02,47,NA,11,"f","f"
2016-06-02,41,NA,11,"f","f"
2016-06-02,42,NA,11,"f","f"
2016-06-02,42,NA,11,"f","f"
2016-06-02,43,NA,11,"m","m"
2016-06-02,43,NA,11,"m","m"
2016-06-02,43,NA,11,"f","f"
2016-06-02,39,NA,11,"u","u"
2016-06-02,42,"O-Z37",11,"f","f"
2016-06-02,44,"O-Z40",11,"f","f"
2016-06-02,43,"G-X05",11,"m","m"
2016-06-02,39,NA,11,"u","u"
2016-06-02,41,NA,11,"m","m"
2016-06-02,44,"O-Z47",11,"m","m"
2016-06-02,40,"O-U92",11,"m","m"
2016-06-02,40,NA,11,"m","m"
2016-06-02,38,NA,11,"u","u"
2016-06-02,38,NA,11,"u","u"
2016-06-02,42,NA,11,"f","f"
2016-06-02,44,NA,11,"f","f"
2016-06-02,43,NA,11,"m","m"
2016-06-02,41,NA,11,"m","m"
2016-06-02,40,NA,11,"f","f"
2016-06-02,38,NA,11,"u","u"
2016-06-02,43,NA,11,"f","f"
2016-06-02,42,NA,11,"m","m"
2016-06-02,45,NA,11,"f","f"
2016-06-02,44,NA,11,"f","f"
2016-06-02,46,NA,11,"f","f"
2016-06-02,38,NA,11,"u","u"
2016-06-02,39,NA,11,"u","u"
2016-06-02,38,NA,11,"u","u"
2016-06-02,41,NA,11,"m","m"
2016-06-02,45,NA,11,"f","f"
2016-06-02,42,NA,11,"f","f"
2016-06-02,39,NA,11,"u","u"
2016-06-02,39,NA,11,"u","u"
2016-06-02,39,NA,11,"u","u"
2016-06-02,46,NA,11,"f","f"
2016-06-07,46,NA,11,"f","f"
2016-06-07,47,NA,11,"f","f"
2016-06-07,38,NA,11,"u","u"
2016-06-07,39,NA,11,"u","u"
2016-06-07,46,"R-W44",11,"f","f"
2016-06-07,43,NA,11,"f","f"
2016-06-07,37,NA,11,"u","u"
2016-06-07,39,NA,11,"u","u"
2016-06-07,49,NA,11,"f","f"
2016-06-07,41,NA,11,"m","m"
2016-06-07,43,NA,11,"m","m"
2016-06-07,44,NA,11,"m","m"
